category,review,text_input,clean_text,rating,sentiment,label
pertukangan,"Barang cepat sampai, kualitas bagus dan nyaman di tangan 👍","kategori pertukangan ulasan Barang cepat sampai, kualitas bagus dan nyaman di tangan 👍",kategori pertukangan ulasan barang cepat sampai kualitas bagus dan nyaman di tangan bagus,5,positif,2
pertukangan,Barang sesuai dengan deskripsi...👍👍,kategori pertukangan ulasan Barang sesuai dengan deskripsi...👍👍,kategori pertukangan ulasan barang sesuai dengan deskripsi bagus bagus,5,positif,2
kecantikan,Yeay..horeeeey.. dapat 2 paket dgn harga murah..Alhamdulillah dah coba pakai ini sebelumnya ternyata cocok dikulit dan harumnya jg enak..Terimakasih banyak dan berkah slalu👍❤️,kategori kecantikan ulasan Yeay..horeeeey.. dapat 2 paket dgn harga murah..Alhamdulillah dah coba pakai ini sebelumnya ternyata cocok dikulit dan harumnya jg enak..Terimakasih banyak dan berkah slalu👍❤️,kategori kecantikan ulasan yeay horeeeey dapat paket dengan harga murah alhamdulillah sudah coba pakai ini sebelumnya ternyata cocok dikulit dan harumnya juga enak terima kasih banyak dan berkah selalu bagus suka,5,positif,2
pertukangan,Barang sesuai pesanan.. Packing aman sampai tujuan.. Recommended Seller..,kategori pertukangan ulasan Barang sesuai pesanan.. Packing aman sampai tujuan.. Recommended Seller..,kategori pertukangan ulasan barang sesuai pesanan packing aman sampai tujuan rekomendasi seller,5,positif,2
fashion,Barang ok pengiriman cepat semoga awet.,kategori fashion ulasan Barang ok pengiriman cepat semoga awet.,kategori fashion ulasan barang oke pengiriman cepat semoga awet,4,positif,2
pertukangan,Barang sampai dengan cepat dan diterima dengan baik..,kategori pertukangan ulasan Barang sampai dengan cepat dan diterima dengan baik..,kategori pertukangan ulasan barang sampai dengan cepat dan diterima dengan baik,5,positif,2
kecantikan,"kurang worth it, ternyata isinya kecil banget","kategori kecantikan ulasan kurang worth it, ternyata isinya kecil banget",kategori kecantikan ulasan kurang bermanfaat it ternyata isinya kecil banget,3,netral,1
pertukangan,terima kasih barang sampai sesuai pesanan,kategori pertukangan ulasan terima kasih barang sampai sesuai pesanan,kategori pertukangan ulasan terima kasih barang sampai sesuai pesanan,5,positif,2
elektronik,berjalan dengan baik produknya. terima kasih.,kategori elektronik ulasan berjalan dengan baik produknya. terima kasih.,kategori elektronik ulasan berjalan dengan baik produknya terima kasih,5,positif,2
makanan_minuman,"wortelnya bagus,fresh","kategori makanan_minuman ulasan wortelnya bagus,fresh",kategori makanan minuman ulasan wortelnya bagus fresh,5,positif,2
fashion,"Bata Insolia memang bagus,, beruntung dapat harga flashsale dari tokopedia. Barang bagus!","kategori fashion ulasan Bata Insolia memang bagus,, beruntung dapat harga flashsale dari tokopedia. Barang bagus!",kategori fashion ulasan bata insolia memang bagus beruntung dapat harga flashsale dari tokopedia barang bagus,5,positif,2
fashion,Produk bagus sesuai spesifikasi.,kategori fashion ulasan Produk bagus sesuai spesifikasi.,kategori fashion ulasan produk bagus sesuai spesifikasi,5,positif,2
kecantikan,Apaaan semua produk detailnya di tulis lengkap di kardus sehingga paket isinya pun tau sama tetangga dan siapapun yg nerima. gak ada privacy sama skl. padahal cukup tulis namanya aja atau jenis barang. gak etis kamu ini,kategori kecantikan ulasan Apaaan semua produk detailnya di tulis lengkap di kardus sehingga paket isinya pun tau sama tetangga dan siapapun yg nerima. gak ada privacy sama skl. padahal cukup tulis namanya aja atau jenis barang. gak etis kamu ini,kategori kecantikan ulasan apaaan semua produk detailnya di tulis lengkap di kardus sehingga paket isinya pun tahu sama tetangga dan siapapun yang terima tidak ada privacy sama skl padahal cukup tulis namanya saja atau jenis barang tidak etis kamu ini,1,negatif,0
makanan_minuman,"response cepat , packing rapi. &amp; brg bagus.","kategori makanan_minuman ulasan response cepat , packing rapi. &amp; brg bagus.",kategori makanan minuman ulasan respon cepat packing rapi barang bagus,5,positif,2
makanan_minuman,"saya kira ini porsi yg besar (harga 100rb) , tp ternyata yg porsi kecil (harga 80rban) sate nya cuma 1 &amp; kemasan nya jg agak lain dr karya rebo","kategori makanan_minuman ulasan saya kira ini porsi yg besar (harga 100rb) , tp ternyata yg porsi kecil (harga 80rban) sate nya cuma 1 &amp; kemasan nya jg agak lain dr karya rebo",kategori makanan minuman ulasan saya kira ini porsi yang besar harga ribu tapi ternyata yang porsi kecil harga rban sate nya cuma kemasan nya juga agak lain dari karya rebo,3,netral,1
makanan_minuman,respon dan pengiriman cepat. ikan fresh.,kategori makanan_minuman ulasan respon dan pengiriman cepat. ikan fresh.,kategori makanan minuman ulasan respon dan pengiriman cepat ikan fresh,5,positif,2
olahraga,"barang sesuai dengan deskripsi, respon penjual cepat. puas belanja ditoko ini","kategori olahraga ulasan barang sesuai dengan deskripsi, respon penjual cepat. puas belanja ditoko ini",kategori olahraga ulasan barang sesuai dengan deskripsi respon penjual cepat puas belanja ditoko ini,5,positif,2
pertukangan,bahan bagus...,kategori pertukangan ulasan bahan bagus...,kategori pertukangan ulasan bahan bagus,5,positif,2
fashion,Nilai untuk uang. Setelah menggunakan selama beberapa hari,kategori fashion ulasan Nilai untuk uang. Setelah menggunakan selama beberapa hari,kategori fashion ulasan nilai untuk uang setelah menggunakan selama beberapa hari,5,positif,2
makanan_minuman,ok terima ksh pas jumlah y sesuai pesanan exp 211125,kategori makanan_minuman ulasan ok terima ksh pas jumlah y sesuai pesanan exp 211125,kategori makanan minuman ulasan oke terima ksh pas jumlah ya sesuai pesanan exp,5,positif,2
elektronik,barangnya oke :D thank you :),kategori elektronik ulasan barangnya oke :D thank you :),kategori elektronik ulasan barangnya oke di terima kasih you,5,positif,2
elektronik,"sesuai deskripsi dan berfungsi dengan baik, terimakasih, semoga awet","kategori elektronik ulasan sesuai deskripsi dan berfungsi dengan baik, terimakasih, semoga awet",kategori elektronik ulasan sesuai deskripsi dan berfungsi dengan baik terima kasih semoga awet,5,positif,2
olahraga,"pemgiriman cepat, produk akurat, bahan nya juga bagus ..","kategori olahraga ulasan pemgiriman cepat, produk akurat, bahan nya juga bagus ..",kategori olahraga ulasan pemgiriman cepat produk akurat bahan nya juga bagus,5,positif,2
pertukangan,barang sudah terpasang. Mantap,kategori pertukangan ulasan barang sudah terpasang. Mantap,kategori pertukangan ulasan barang sudah terpasang bagus,5,positif,2
elektronik,"Terimakasih barang sudah sampai tujuan
Mantap....respon penjual oke","kategori elektronik ulasan Terimakasih barang sudah sampai tujuan
Mantap....respon penjual oke",kategori elektronik ulasan terima kasih barang sudah sampai tujuan bagus respon penjual oke,5,positif,2
makanan_minuman,"Enak banget, kuahnya segar, kualitas sangat baik. salah satu favorit saya","kategori makanan_minuman ulasan Enak banget, kuahnya segar, kualitas sangat baik. salah satu favorit saya",kategori makanan minuman ulasan enak banget kuahnya segar kualitas sangat baik salah satu favorit saya,5,positif,2
elektronik,kualitas lumayan..cuma memang sudah agak susah cari barang bagus untuk keyboard laptop seri ini,kategori elektronik ulasan kualitas lumayan..cuma memang sudah agak susah cari barang bagus untuk keyboard laptop seri ini,kategori elektronik ulasan kualitas lumayan cuma memang sudah agak susah cari barang bagus untuk keyboard laptop seri ini,3,netral,1
kecantikan,Aslinya bagus tapi nggak cocok sama kulitku,kategori kecantikan ulasan Aslinya bagus tapi nggak cocok sama kulitku,kategori kecantikan ulasan aslinya bagus tapi tidak cocok sama kulitku,3,netral,1
olahraga,"Sesuai bagusss banget, harganya pun murah. Cocok!","kategori olahraga ulasan Sesuai bagusss banget, harganya pun murah. Cocok!",kategori olahraga ulasan sesuai bagusss banget harganya pun murah cocok,5,positif,2
kecantikan,paan gada ngaruhnya samsek!!! kecabut aja kaga,kategori kecantikan ulasan paan gada ngaruhnya samsek!!! kecabut aja kaga,kategori kecantikan ulasan paan tidak ada ngaruhnya sama sekali kecabut saja tidak,1,negatif,0
olahraga,Bagus........ sesuai...............,kategori olahraga ulasan Bagus........ sesuai...............,kategori olahraga ulasan bagus sesuai,5,positif,2
fashion,"Kemasannya sobek dan tidak ada ukurannya. Atasan Ok tapi bawahan agak sempit. Saya pesan XXL tapi nggak tahu ukuran yg saya terima (tidak ada label ukuran spt pada produk lainnya). 
Kualitas Jas Hujan Ok. Semoga tdk gampang sobek.","kategori fashion ulasan Kemasannya sobek dan tidak ada ukurannya. Atasan Ok tapi bawahan agak sempit. Saya pesan XXL tapi nggak tahu ukuran yg saya terima (tidak ada label ukuran spt pada produk lainnya). 
Kualitas Jas Hujan Ok. Semoga tdk gampang sobek.",kategori fashion ulasan kemasannya sobek dan tidak ada ukurannya atasan oke tapi bawahan agak sempit saya pesan xxl tapi tidak tahu ukuran yang saya terima tidak ada label ukuran seperti pada produk lainnya kualitas jas hujan oke semoga tidak gampang sobek,3,netral,1
pertukangan,"Mantaaap min puas sama barangnya... Sesuai pesanan, packing rapi,respon cepat Sukses slalu...","kategori pertukangan ulasan Mantaaap min puas sama barangnya... Sesuai pesanan, packing rapi,respon cepat Sukses slalu...",kategori pertukangan ulasan mantaaap min puas sama barangnya sesuai pesanan packing rapi respon cepat sukses selalu,5,positif,2
makanan_minuman,"Kualitas bagus, dan yg paling penting packing aman. Sehari sampai, ketika sampai masih at least 70% beku jadi cukup oke ya.","kategori makanan_minuman ulasan Kualitas bagus, dan yg paling penting packing aman. Sehari sampai, ketika sampai masih at least 70% beku jadi cukup oke ya.",kategori makanan minuman ulasan kualitas bagus dan yang paling penting packing aman sehari sampai ketika sampai masih at least beku jadi cukup oke iya,5,positif,2
hiburan,"Mantap banget baramg sampai dengan aman, package oke aman, kualitas istimewaa, makin mantap pas online book fair 

Sorry barang gak ke foto, udah keburu di baca langsung hehe","kategori hiburan ulasan Mantap banget baramg sampai dengan aman, package oke aman, kualitas istimewaa, makin mantap pas online book fair 

Sorry barang gak ke foto, udah keburu di baca langsung hehe",kategori hiburan ulasan bagus banget baramg sampai dengan aman package oke aman kualitas istimewaa makin bagus pas online book adil maaf barang tidak ke foto sudah terlanjur di baca langsung he,5,positif,2
elektronik,"semoga awet gan barangnya, terima kasih","kategori elektronik ulasan semoga awet gan barangnya, terima kasih",kategori elektronik ulasan semoga awet juragan barangnya terima kasih,5,positif,2
makanan_minuman,Sesuai dengan deskripsi. Dagingnya empuk dan pengiriman cepat,kategori makanan_minuman ulasan Sesuai dengan deskripsi. Dagingnya empuk dan pengiriman cepat,kategori makanan minuman ulasan sesuai dengan deskripsi dagingnya empuk dan pengiriman cepat,5,positif,2
elektronik,"Makasih, barangnya sudah sampai dan berfungsi dengan baik. :)","kategori elektronik ulasan Makasih, barangnya sudah sampai dan berfungsi dengan baik. :)",kategori elektronik ulasan terima kasih barangnya sudah sampai dan berfungsi dengan baik,5,positif,2
hiburan,"Belum baca sih, tapi intinya buku ini membantu kita buat ngelawan orang² toxic di sekitar kita, jangan jadi manusia naive","kategori hiburan ulasan Belum baca sih, tapi intinya buku ini membantu kita buat ngelawan orang² toxic di sekitar kita, jangan jadi manusia naive",kategori hiburan ulasan belum baca sih tapi intinya buku ini membantu kita buat ngelawan orang toxic di sekitar kita jangan jadi manusia naive,5,positif,2
makanan_minuman,"kondisi sih oke, cuma proses pengirimannya aja lama banget","kategori makanan_minuman ulasan kondisi sih oke, cuma proses pengirimannya aja lama banget",kategori makanan minuman ulasan kondisi sih oke cuma proses pengirimannya saja lama banget,3,netral,1
olahraga,"Sesuai orderan, pengiriman cepat, rapi, tidak rusak pokoknya good","kategori olahraga ulasan Sesuai orderan, pengiriman cepat, rapi, tidak rusak pokoknya good",kategori olahraga ulasan sesuai orderan pengiriman cepat rapi tidak rusak pokoknya bagus,5,positif,2
makanan_minuman,enak kemasan bgus. kualitas juga bgus. pngiriman cepat dan packing aman. terbaik🫰,kategori makanan_minuman ulasan enak kemasan bgus. kualitas juga bgus. pngiriman cepat dan packing aman. terbaik🫰,kategori makanan minuman ulasan enak kemasan bagus kualitas juga bagus pngiriman cepat dan packing aman terbaik,5,positif,2
hiburan,"Lama. Pesennya Selasa datengnya Sabtu. ugh.lihat2 komen dibawahnya ada yg beli pagi besok siangnya datang mana luar kota, oh pantes beli 3 buku ternyata. haha , lawak emg.","kategori hiburan ulasan Lama. Pesennya Selasa datengnya Sabtu. ugh.lihat2 komen dibawahnya ada yg beli pagi besok siangnya datang mana luar kota, oh pantes beli 3 buku ternyata. haha , lawak emg.",kategori hiburan ulasan lama pesennya selasa datengnya sabtu ugh lihat komen dibawahnya ada yang beli pagi besok siangnya datang mana luar kota oh pantas beli buku ternyata tertawa lawak emg,4,positif,2
elektronik,barang murah meriah..............,kategori elektronik ulasan barang murah meriah..............,kategori elektronik ulasan barang murah meriah,4,positif,2
olahraga,"Pengiriman cepat, barang bagus","kategori olahraga ulasan Pengiriman cepat, barang bagus",kategori olahraga ulasan pengiriman cepat barang bagus,5,positif,2
makanan_minuman,"Enak bgt. Sarapan jd gampang. Bisa di airfry juga, rasanya lebih enak drpd putih telor yg biasa beli sendiri 😁","kategori makanan_minuman ulasan Enak bgt. Sarapan jd gampang. Bisa di airfry juga, rasanya lebih enak drpd putih telor yg biasa beli sendiri 😁",kategori makanan minuman ulasan enak banget sarapan jadi gampang bisa di airfry juga rasanya lebih enak drpd putih telor yang biasa beli sendiri senang,5,positif,2
hiburan,"Buku baru masih segel sesuai deskripsi, diskon lagi, puas belanja disini.","kategori hiburan ulasan Buku baru masih segel sesuai deskripsi, diskon lagi, puas belanja disini.",kategori hiburan ulasan buku baru masih segel sesuai deskripsi diskon lagi puas belanja disini,5,positif,2
olahraga,Ok mbk. Mksh moga awet bolanya,kategori olahraga ulasan Ok mbk. Mksh moga awet bolanya,kategori olahraga ulasan oke mbk mksh moga awet bolanya,4,positif,2
pertukangan,produk sesusai respont &amp; pelayanan ok packing &amp; pengiriman ok,kategori pertukangan ulasan produk sesusai respont &amp; pelayanan ok packing &amp; pengiriman ok,kategori pertukangan ulasan produk sesusai respont pelayanan oke packing pengiriman oke,5,positif,2
hiburan,sudah sampai hore,kategori hiburan ulasan sudah sampai hore,kategori hiburan ulasan sudah sampai hore,5,positif,2
elektronik,"sebenarnya ngga masalah sih dikirim yang beda..tp paling ngga ada konfirmasi ke konsumen..gambar yg di display warnanya biru, dikirim yang varian lain warna hitam..mohon lebih teliti🙂","kategori elektronik ulasan sebenarnya ngga masalah sih dikirim yang beda..tp paling ngga ada konfirmasi ke konsumen..gambar yg di display warnanya biru, dikirim yang varian lain warna hitam..mohon lebih teliti🙂",kategori elektronik ulasan sebenarnya tidak masalah sih dikirim yang beda tapi paling tidak ada konfirmasi ke konsumen gambar yang di display warnanya biru dikirim yang varian lain warna hitam mohon lebih teliti,3,netral,1
kecantikan,Barang sesuai. Cm free gift nya handuk seharga Rp.300K tidak ada. Padahal saya order ada free gift nya.,kategori kecantikan ulasan Barang sesuai. Cm free gift nya handuk seharga Rp.300K tidak ada. Padahal saya order ada free gift nya.,kategori kecantikan ulasan barang sesuai cm gratis gift nya handuk seharga rupiah ke tidak ada padahal saya order ada gratis gift nya,1,negatif,0
elektronik,"good produk, good shipment, good response....","kategori elektronik ulasan good produk, good shipment, good response....",kategori elektronik ulasan bagus produk bagus shipment bagus respon,5,positif,2
hiburan,Bagus banget anakku sukak,kategori hiburan ulasan Bagus banget anakku sukak,kategori hiburan ulasan bagus banget anakku sukak,5,positif,2
makanan_minuman,"Roti di sini lembut, enak smua rasa. Udh bbrp kali order. Meskipun jauh…tp ngangenin rotinya😍😍😍","kategori makanan_minuman ulasan Roti di sini lembut, enak smua rasa. Udh bbrp kali order. Meskipun jauh…tp ngangenin rotinya😍😍😍",kategori makanan minuman ulasan roti di sini lembut enak semua rasa udh beberapa kali order meskipun jauh tapi ngangenin rotinya suka suka suka,5,positif,2
pertukangan,Produk Original Barang Sesuai Deskripsi paking rapih rekomended terimakasih seller.... Presisi,kategori pertukangan ulasan Produk Original Barang Sesuai Deskripsi paking rapih rekomended terimakasih seller.... Presisi,kategori pertukangan ulasan produk original barang sesuai deskripsi paking rapih rekomendasi terima kasih seller presisi,5,positif,2
makanan_minuman,Gk kriuk lg muesli nya,kategori makanan_minuman ulasan Gk kriuk lg muesli nya,kategori makanan minuman ulasan tidak kriuk lagi muesli nya,3,netral,1
hiburan,Puas banget belanja di sini 👍🏼👍🏼,kategori hiburan ulasan Puas banget belanja di sini 👍🏼👍🏼,kategori hiburan ulasan puas banget belanja di sini bagus bagus,5,positif,2
fashion,"Paling kuy. Pengiriman melesat secepat kilat, kalo ada duit lagi beli aaahh...","kategori fashion ulasan Paling kuy. Pengiriman melesat secepat kilat, kalo ada duit lagi beli aaahh...",kategori fashion ulasan paling kuy pengiriman melesat secepat kilat kalau ada uang lagi beli aaahh,5,positif,2
fashion,Barang sudah sampai.. terima kasih gan,kategori fashion ulasan Barang sudah sampai.. terima kasih gan,kategori fashion ulasan barang sudah sampai terima kasih juragan,4,positif,2
makanan_minuman,"Proses cepet, ikan bagus kondisi, mantap dan sudah msuk frezer lgi","kategori makanan_minuman ulasan Proses cepet, ikan bagus kondisi, mantap dan sudah msuk frezer lgi",kategori makanan minuman ulasan proses cepat ikan bagus kondisi bagus dan sudah masuk frezer lagi,5,positif,2
kecantikan,"Baru 1x pemakaian, agak kurang suka sama wanginya semoga hasilnya oke 👍🏻","kategori kecantikan ulasan Baru 1x pemakaian, agak kurang suka sama wanginya semoga hasilnya oke 👍🏻",kategori kecantikan ulasan baru x pemakaian agak kurang suka sama wanginya semoga hasilnya oke bagus,4,positif,2
hiburan,barang bagus. pengiriman lancar di hari lebaran pake anteraja,kategori hiburan ulasan barang bagus. pengiriman lancar di hari lebaran pake anteraja,kategori hiburan ulasan barang bagus pengiriman lancar di hari lebaran pakai anteraja,5,positif,2
olahraga,"Thanks, barang sampai dengan selamat dan sesuai dengan fotonya","kategori olahraga ulasan Thanks, barang sampai dengan selamat dan sesuai dengan fotonya",kategori olahraga ulasan terima kasih barang sampai dengan selamat dan sesuai dengan fotonya,5,positif,2
kecantikan,banyak yg blg bagus tapi sayangnya ini kurang ngefek di aku.,kategori kecantikan ulasan banyak yg blg bagus tapi sayangnya ini kurang ngefek di aku.,kategori kecantikan ulasan banyak yang bilang bagus tapi sayangnya ini kurang ngefek di aku,3,netral,1
makanan_minuman,bagus. packaging rapih. good seller. terima kasih.,kategori makanan_minuman ulasan bagus. packaging rapih. good seller. terima kasih.,kategori makanan minuman ulasan bagus packaging rapih bagus seller terima kasih,5,positif,2
makanan_minuman,Okeeee 👌,kategori makanan_minuman ulasan Okeeee 👌,kategori makanan minuman ulasan okeeee,5,positif,2
pertukangan,"Bagus tekiro mantabbbbb, original.","kategori pertukangan ulasan Bagus tekiro mantabbbbb, original.",kategori pertukangan ulasan bagus tekiro mantabbbbb original,5,positif,2
hiburan,"packaging aman, ga ada kerusakan di bukunya, kualitas buku bagus layaknya buku terjemahan original","kategori hiburan ulasan packaging aman, ga ada kerusakan di bukunya, kualitas buku bagus layaknya buku terjemahan original",kategori hiburan ulasan packaging aman tidak ada kerusakan di bukunya kualitas buku bagus layaknya buku terjemahan original,5,positif,2
fashion,seal dalemnya yg buat nahan air di jahitan jelek,kategori fashion ulasan seal dalemnya yg buat nahan air di jahitan jelek,kategori fashion ulasan seal dalemnya yang buat nahan air di jahitan jelek,2,negatif,0
pertukangan,"sesuai deskripsi, packing ok,waktu pengiriman ok","kategori pertukangan ulasan sesuai deskripsi, packing ok,waktu pengiriman ok",kategori pertukangan ulasan sesuai deskripsi packing oke waktu pengiriman oke,5,positif,2
hiburan,buku ori,kategori hiburan ulasan buku ori,kategori hiburan ulasan buku ori,5,positif,2
olahraga,"packaging rapi, barang ori, setelah dicoba dan ternyata enak the best dah, semoga awet sampe 4-6x main","kategori olahraga ulasan packaging rapi, barang ori, setelah dicoba dan ternyata enak the best dah, semoga awet sampe 4-6x main",kategori olahraga ulasan packaging rapi barang ori setelah dicoba dan ternyata enak the terbaik sudah semoga awet sampai x main,5,positif,2
elektronik,"Packing hanya kresek hitam kedepannya mohom ditambah bubble wrap yah gan, tapi over all barang bagus. Recomended 👍","kategori elektronik ulasan Packing hanya kresek hitam kedepannya mohom ditambah bubble wrap yah gan, tapi over all barang bagus. Recomended 👍",kategori elektronik ulasan packing hanya kresek hitam kedepannya mohom ditambah bubble wrap yah juragan tapi over all barang bagus recomended bagus,4,positif,2
hiburan,Barang sesuai deskripsi dan pengiriman cepat. Terima kasih.,kategori hiburan ulasan Barang sesuai deskripsi dan pengiriman cepat. Terima kasih.,kategori hiburan ulasan barang sesuai deskripsi dan pengiriman cepat terima kasih,5,positif,2
olahraga,pelayanan cepat.. barang sesuai pesanan..,kategori olahraga ulasan pelayanan cepat.. barang sesuai pesanan..,kategori olahraga ulasan pelayanan cepat barang sesuai pesanan,4,positif,2
olahraga,biarkan bintang yang berbicara,kategori olahraga ulasan biarkan bintang yang berbicara,kategori olahraga ulasan biarkan bintang yang berbicara,5,positif,2
elektronik,Barang oke pancking mantap!!!,kategori elektronik ulasan Barang oke pancking mantap!!!,kategori elektronik ulasan barang oke pancking bagus,5,positif,2
olahraga,"Kualitas ok,murah,lapis dalam ok","kategori olahraga ulasan Kualitas ok,murah,lapis dalam ok",kategori olahraga ulasan kualitas oke murah lapis dalam oke,5,positif,2
fashion,dikirim no 7.... seandainya no 42 pasti pas di kaki walaupun pakai kaos kaki... ini tanpa kaos kaki sudah sempit sekali,kategori fashion ulasan dikirim no 7.... seandainya no 42 pasti pas di kaki walaupun pakai kaos kaki... ini tanpa kaos kaki sudah sempit sekali,kategori fashion ulasan dikirim no seandainya no pasti pas di kaki walaupun pakai kaos kaki ini tanpa kaos kaki sudah sempit sekali,4,positif,2
makanan_minuman,"pembelian pertama, pengiriman cepat, seller fast respon, packing rapih dan aman, semoga cocok","kategori makanan_minuman ulasan pembelian pertama, pengiriman cepat, seller fast respon, packing rapih dan aman, semoga cocok",kategori makanan minuman ulasan pembelian pertama pengiriman cepat seller cepat respon packing rapih dan aman semoga cocok,5,positif,2
makanan_minuman,Belum coba .. sejauh ini kurir baik packing ok,kategori makanan_minuman ulasan Belum coba .. sejauh ini kurir baik packing ok,kategori makanan minuman ulasan belum coba sejauh ini kurir baik packing oke,3,netral,1
kecantikan,"wanginya cepat hilang, g bertahan lama","kategori kecantikan ulasan wanginya cepat hilang, g bertahan lama",kategori kecantikan ulasan wanginya cepat hilang g bertahan lama,3,netral,1
fashion,Ok... thanks ya.......,kategori fashion ulasan Ok... thanks ya.......,kategori fashion ulasan oke terima kasih iya,5,positif,2
pertukangan,Enteng nyemprotnya.,kategori pertukangan ulasan Enteng nyemprotnya.,kategori pertukangan ulasan ringan nyemprotnya,4,positif,2
olahraga,"Kualitas Barang Oke,, pengiriman juga cepat..","kategori olahraga ulasan Kualitas Barang Oke,, pengiriman juga cepat..",kategori olahraga ulasan kualitas barang oke pengiriman juga cepat,5,positif,2
makanan_minuman,"Wih! Keren packagingnya aman bangatz Harga sesuai kualitas Semoga saya sehat dengan teray minum Satya, Aamiin","kategori makanan_minuman ulasan Wih! Keren packagingnya aman bangatz Harga sesuai kualitas Semoga saya sehat dengan teray minum Satya, Aamiin",kategori makanan minuman ulasan wih keren packagingnya aman bangatz harga sesuai kualitas semoga saya sehat dengan teray minum satya aamiin,5,positif,2
olahraga,"Barang bagus, sesuai dengan deskripsi, pas juga ukurannya","kategori olahraga ulasan Barang bagus, sesuai dengan deskripsi, pas juga ukurannya",kategori olahraga ulasan barang bagus sesuai dengan deskripsi pas juga ukurannya,5,positif,2
elektronik,"Terimakasih bos, barang sudah sampai dan pas di test berfungi semua dengan baik.. mantap!","kategori elektronik ulasan Terimakasih bos, barang sudah sampai dan pas di test berfungi semua dengan baik.. mantap!",kategori elektronik ulasan terima kasih bos barang sudah sampai dan pas di test berfungi semua dengan baik bagus,5,positif,2
pertukangan,Paket mantab langsung dipakai dan hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,kategori pertukangan ulasan Paket mantab langsung dipakai dan hasilnya memuaskan ...recomended nih ..untuk order berikutnya...,kategori pertukangan ulasan paket mantab langsung dipakai dan hasilnya puas recomended ini untuk order berikutnya,5,positif,2
pertukangan,"Produk sesuai pesanan, packing aman pakai bubble wrap dan dus tambahan. sudah dicoba tidak bocor semoga awet. makasih gan.","kategori pertukangan ulasan Produk sesuai pesanan, packing aman pakai bubble wrap dan dus tambahan. sudah dicoba tidak bocor semoga awet. makasih gan.",kategori pertukangan ulasan produk sesuai pesanan packing aman pakai bubble wrap dan dus tambahan sudah dicoba tidak bocor semoga awet terima kasih juragan,5,positif,2
kecantikan,Pengemasan tidak rapih.sabun ku kececeran tinggal setengah sabun ku .kecewa si🙃,kategori kecantikan ulasan Pengemasan tidak rapih.sabun ku kececeran tinggal setengah sabun ku .kecewa si🙃,kategori kecantikan ulasan pengemasan tidak rapih sabun ku kececeran tinggal setengah sabun ku kecewa si,1,negatif,0
olahraga,"barang sudah si terima, barang bagus sesuai pesanan","kategori olahraga ulasan barang sudah si terima, barang bagus sesuai pesanan",kategori olahraga ulasan barang sudah si terima barang bagus sesuai pesanan,4,positif,2
pertukangan,"sdh nyampe,mau buat peredam panas dn suara pda mobil","kategori pertukangan ulasan sdh nyampe,mau buat peredam panas dn suara pda mobil",kategori pertukangan ulasan sudah sampai mau buat peredam panas dn suara pda mobil,5,positif,2
elektronik,"bgus brgnya,,makasih banyak","kategori elektronik ulasan bgus brgnya,,makasih banyak",kategori elektronik ulasan bagus brgnya terima kasih banyak,5,positif,2
fashion,Pesan warna hitam yg dikirim warna hijau wkwk,kategori fashion ulasan Pesan warna hitam yg dikirim warna hijau wkwk,kategori fashion ulasan pesan warna hitam yang dikirim warna hijau tertawa,3,netral,1
makanan_minuman,"rasanya enak,manisnya nyaman di mulut,lembut dan kenyal..","kategori makanan_minuman ulasan rasanya enak,manisnya nyaman di mulut,lembut dan kenyal..",kategori makanan minuman ulasan rasanya enak manisnya nyaman di mulut lembut dan kenyal,5,positif,2
kecantikan,"suka dengan wanginya lotion ini, cocok utk kulitku yg semi kering, teksturnya lembut, packing rapi, pengiriman super ceoat, trimakasih","kategori kecantikan ulasan suka dengan wanginya lotion ini, cocok utk kulitku yg semi kering, teksturnya lembut, packing rapi, pengiriman super ceoat, trimakasih",kategori kecantikan ulasan suka dengan wanginya lotion ini cocok untuk kulitku yang semi kering teksturnya lembut packing rapi pengiriman super ceoat terima kasih,5,positif,2
kecantikan,Barangnya tepat waktu tapi dalam keadaan rusak isi ya pecah,kategori kecantikan ulasan Barangnya tepat waktu tapi dalam keadaan rusak isi ya pecah,kategori kecantikan ulasan barangnya tepat waktu tapi dalam keadaan rusak isi iya pecah,1,negatif,0
kecantikan,"wanginya enak tapi kurang nyebar, ga exited dan ga sesuai expectasi wanginya yang wahh, tapi okelahh","kategori kecantikan ulasan wanginya enak tapi kurang nyebar, ga exited dan ga sesuai expectasi wanginya yang wahh, tapi okelahh",kategori kecantikan ulasan wanginya enak tapi kurang nyebar tidak exited dan tidak sesuai expectasi wanginya yang wahh tapi okelahh,3,netral,1
makanan_minuman,"Rasa coklatnya enak, expired msh lama thn 2026, packing rapi dan pengiriman sangat cepat.","kategori makanan_minuman ulasan Rasa coklatnya enak, expired msh lama thn 2026, packing rapi dan pengiriman sangat cepat.",kategori makanan minuman ulasan rasa coklatnya enak expired masih lama tahun packing rapi dan pengiriman sangat cepat,5,positif,2
kecantikan,Sudah beberapa kali beli dan terbukti ampuh. Recommended!,kategori kecantikan ulasan Sudah beberapa kali beli dan terbukti ampuh. Recommended!,kategori kecantikan ulasan sudah beberapa kali beli dan terbukti ampuh rekomendasi,5,positif,2
pertukangan,Mantan bagussesuai dengan di foto,kategori pertukangan ulasan Mantan bagussesuai dengan di foto,kategori pertukangan ulasan mantan bagussesuai dengan di foto,5,positif,2
